L0006.SH.GE.Epi.ITS1.3	L0006.SH.GE.Epi.ITS1.4	L0006.SH.PU.Endo.ITS1.4	L0006.SH.SD.Soil.ITS1.1	L0006.SH.CAS8.Root.ITS1.3	L0006.SH.GE.Soil.ITS1.2	L0006.SH.GE.Epi.ITS1.2	L0006.SH.PU.Endo.ITS1.3	L0006.SH.PU.Endo.ITS1.2	L0006.SH.PU.Epi.ITS1.4	L0006.SH.GE.Soil.ITS1.1	L0006.SH.SD.Endo.ITS1.3	L0006.SH.PU.Soil.ITS1.3	L0006.SH.SD.Soil.ITS1.3	L0006.SH.CAS9.Soil.ITS1.3	L0006.SH.GE.Endo.ITS1.3	L0006.SH.SD.Endo.ITS1.4	L0006.SH.CAS8.Soil.ITS1.1	L0006.SH.SD.Epi.ITS1.2	L0006.SH.SD.Endo.ITS1.1	L0006.SH.GE.Soil.ITS1.4	L0006.SH.CAS9.Soil.ITS1.1	L0006.SH.SD.Soil.ITS1.4	L0006.SH.GE.Endo.ITS1.4	L0006.SH.SD.Soil.ITS1.2	L0006.SH.GE.Endo.ITS1.1	L0006.SH.SD.Epi.ITS1.4	L0006.SH.PU.Endo.ITS1.1	L0006.SH.CAS9.Root.ITS1.2	L0006.SH.SD.Epi.ITS1.3	L0006.SH.CAS9.Soil.ITS1.2	L0006.SH.GE.Soil.ITS1.3	L0006.SH.PU.Soil.ITS1.4	L0006.SH.CAS8.Soil.ITS1.3	L0006.SH.PU.Epi.ITS1.3	L0006.SH.CAS9.Root.ITS1.1	L0006.SH.PU.Soil.ITS1.1	L0006.SH.GE.Endo.ITS1.2	L0006.SH.PU.Epi.ITS1.1	L0006.SH.SD.Epi.ITS1.1	L0006.SH.PU.Soil.ITS1.2	L0006.SH.SD.Endo.ITS1.2	L0006.SH.CAS8.Soil.ITS1.2	L0006.SH.CAS9.Root.ITS1.3	L0006.SH.PU.Epi.ITS1.2	L0006.SH.GE.Epi.ITS1.1	L0006.SH.CAS8.Root.ITS1.2	L0006.SH.CAS8.Root.ITS1.1
OTU_5336	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_840	0	0	0	1	0	0	0	0	0	0	0	0	81	2	184	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	42	0	0	0	4	0	0	0	0	3	2	0	0	0	0	0	0	0
OTU_27	69	114	1	6	0	1028	74	0	1	18	974	0	269	2	5272	0	2	1042	0	0	2376	3781	2	1	1	0	1	0	0	1	3463	1991	355	1700	14	0	319	1	1	3	206	0	1271	0	15	3	0	0
OTU_125	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1324	0	0	111	0	0	6	836	0	0	0	0	0	0	0	0	681	0	0	292	0	46	1	0	0	0	3	0	255	0	0	0	0	0
OTU_121	3	39	0	2	0	339	45	0	0	0	209	0	32	3	339	0	0	7	0	1	1228	123	7	0	3	0	0	0	0	0	90	924	47	68	11	0	35	0	0	1	102	0	80	0	5	7	0	0
OTU_162	16	18	0	19	0	261	25	0	0	0	204	0	75	31	240	6	0	21	5	3	209	181	21	0	60	0	1	0	0	0	199	447	77	9	2	15	44	0	0	1	17	1	153	0	2	0	0	0
OTU_73	45	1	0	0	0	1062	0	0	0	0	0	0	11	1	1	0	0	0	0	0	979	0	0	0	0	0	0	0	0	0	0	5006	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_166	23	523	5	0	0	289	46	0	0	92	583	0	254	0	3	0	0	1	0	0	226	5	0	6	0	0	0	0	0	0	31	24	194	38	105	0	102	0	17	0	9	0	11	0	0	11	0	0
OTU_316	24	1	19	20	0	33	5	0	1	55	114	0	151	12	0	0	0	0	0	2	44	0	0	71	67	0	0	48	0	0	3	101	29	0	0	14	28	0	0	0	94	0	0	76	0	0	0	0
OTU_58	106	3	6	313	0	91	13	0	0	308	159	73	377	258	657	0	1	3055	55	10	78	618	205	0	199	0	38	2	0	28	489	1630	591	3165	8	72	68	0	18	162	30	0	3580	0	9	0	0	0
OTU_131	0	1	1	0	0	9	0	0	5	3	11	0	53	0	86	0	0	0	0	0	34	232	1	4	0	0	0	0	0	0	3298	20	16	8	2	0	7	0	0	0	23	0	4	0	18	0	0	0
OTU_59	1	0	0	1910	0	0	2	0	1	0	0	124	0	2029	0	0	144	0	119	414	0	0	1609	0	2515	0	166	0	0	156	0	0	0	0	0	0	0	0	0	195	0	59	4	0	0	0	0	0
OTU_548	0	1	0	17	0	0	0	0	0	0	0	0	0	1	0	0	194	0	4	9	54	0	31	0	4	0	29	0	0	0	0	0	0	0	0	0	0	0	0	11	0	17	0	0	0	0	0	0
OTU_154	121	17	0	0	0	192	63	0	0	1	44	0	156	0	1	301	0	0	0	0	414	0	0	55	0	0	0	589	0	0	0	14	8	0	0	0	2065	2	906	0	184	0	0	0	58	0	0	0
OTU_170	1640	642	0	6	0	91	514	0	0	2	72	25	36	16	0	251	4	0	114	0	67	0	18	186	45	126	55	0	0	31	0	32	0	0	15	0	1	10	0	21	18	14	0	0	65	2504	0	0
OTU_310	0	0	41	0	0	0	0	29	114	0	0	0	27	0	0	0	0	10	0	0	6	0	0	0	0	0	0	382	0	0	0	87	11	0	0	0	16	8	5	1	4	0	16	0	1	0	53	122
OTU_569	0	0	0	12	0	0	0	0	0	0	0	6	0	88	0	0	0	0	0	10	0	0	158	0	57	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU_103	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	4	0	62	240	0	0	2	0	4	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4472	0	0	0	0	0	0
OTU_190	0	0	33	0	0	109	0	0	0	0	37	0	45	0	208	0	36	86	0	0	71	202	0	0	0	0	0	0	71	0	103	186	83	16	0	100	55	0	0	0	15	0	142	128	0	0	173	0
OTU_82	2174	777	25	48	0	206	1044	71	781	665	23	24	258	30	0	278	11	10	178	102	38	0	12	118	38	0	11	5	0	86	0	96	169	10	404	0	117	171	9	65	266	637	13	0	815	299	0	0
OTU_269	4	20	0	49	0	66	66	13	0	14	15	3	74	16	22	0	5	0	5	4	46	111	82	0	34	8	175	0	0	12	9	124	65	1	33	0	24	0	22	22	17	1	0	0	62	40	0	0
OTU_336	0	0	0	24	0	15	0	0	0	4	0	0	102	17	128	0	2	10	10	278	5	72	11	0	67	0	36	0	0	0	42	6	21	15	19	0	502	6	0	229	48	205	21	0	1	0	0	0
OTU_3787	13	81	1	3	5	204	0	0	0	0	413	0	7	2	42	0	0	14	0	1	425	25	0	0	3	0	0	0	0	0	16	323	20	15	0	4	22	0	0	0	0	0	299	0	0	0	0	29
OTU_31	84	318	0	65	0	2782	190	2	1	33	2613	5	871	84	1207	1	1	92	1	6	5544	1087	74	0	73	1	12	0	0	15	746	3710	890	314	22	0	639	0	52	8	575	0	63	0	52	22	0	0
OTU_488	0	11	0	1	14	206	0	0	0	0	87	0	0	14	28	0	0	0	0	0	97	24	1	0	5	0	0	0	0	0	14	134	10	4	0	0	8	0	0	0	0	0	0	0	0	5	0	1
OTU_140	0	1	0	136	0	0	0	0	2	0	0	199	0	40	1	0	1958	0	97	331	0	0	127	0	95	0	141	0	0	68	0	1	0	0	0	0	0	0	0	105	1	1682	0	0	0	0	0	0
OTU_337	0	0	0	1	0	1	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0
OTU_221	33	173	2	10	0	53	105	5	0	9	71	2	17	0	6	36	1	10	0	1	98	0	42	90	10	0	19	25	0	4	0	33	11	829	2	0	18	86	36	3	28	7	0	0	50	4	0	0
OTU_210	13	10	14	0	1	158	19	0	60	16	49	0	150	1	927	12	0	10	0	0	277	539	3	23	4	0	5	0	67	1	1532	79	224	20	33	1	28	22	1	0	44	0	35	35	37	0	0	47
OTU_172	0	0	0	0	0	1	13	1	0	0	2	0	8	0	0	0	0	0	0	0	1	2434	0	0	1	1	0	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_547	0	0	0	7	0	0	0	0	0	0	0	55	6	1	85	0	28	0	4	8	0	10	169	0	14	0	13	0	0	0	9	0	0	12	1	0	3	0	0	4	0	8	8	0	4	0	0	0
OTU_47	83	347	0	0	0	439	203	0	0	1	40	1	13	1	42	2041	0	17	0	0	545	4	3	2728	0	352	0	143	158	1	24	718	10	72	0	80	5	5384	0	0	0	783	12	0	1	16	20	0
OTU_2182	39	0	3	0	0	1	10	0	0	0	0	0	0	0	0	3	0	0	756	0	4	0	6	5	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_339	0	0	0	32	0	2	0	0	0	0	29	0	0	52	8	0	0	43	3	1	20	38	5	0	38	0	2	0	0	9	9	11	1	516	0	0	11	0	0	1	1	0	222	0	8	0	0	0
OTU_171	1	15	0	18	0	17	0	0	0	9	14	0	24	44	518	0	0	138	1	0	47	423	36	0	22	0	2	0	0	1	372	29	29	231	1	0	58	0	0	0	22	0	92	0	12	0	0	0
OTU_3773	2	0	0	0	0	2	4	0	0	18	37	0	114	1	689	0	0	206	0	0	15	582	0	0	0	0	0	24	0	0	314	42	49	394	6	43	69	0	16	0	49	1	183	23	4	0	0	0
OTU_155	1733	283	0	3	0	21	329	0	0	0	12	10	0	1	0	79	2	0	16	0	17	0	5	22	3	3	39	0	0	55	0	23	0	0	0	0	1	3	0	7	3	0	0	0	6	272	0	0
OTU_898	0	0	1017	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	43	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0
OTU_472	0	0	0	15	0	5	4	0	0	0	0	146	0	15	0	0	101	0	5	20	6	0	22	0	18	37	10	0	0	12	0	3	0	0	0	0	0	16	0	19	0	95	0	0	0	0	0	0
OTU_79	1	0	0	102	0	3	0	0	0	0	0	0	0	36	264	1	0	1165	5	3	2	131	14	0	169	0	0	0	0	0	191	1718	2	1611	1	0	2	0	0	128	4	0	1445	0	0	0	34	0
OTU_50	835	477	195	14	0	24	153	10	16	200	27	34	133	18	0	49	6	0	233	5	26	0	11	194	68	97	61	1	0	51	0	14	76	0	340	0	42	1	2	269	510	87	0	0	1529	7778	0	0
OTU_161	0	0	0	1	0	362	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2083	0	0	1	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_72	0	0	0	50	0	0	0	0	0	0	0	7512	0	1	1	0	0	0	0	70	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	71	0	0	0	0	0	0	18	0
OTU_95	40	15	25	56	0	270	50	0	22	26	324	28	62	79	17	0	40	2	3	9	339	5	156	0	93	0	57	0	0	6	3	3294	99	0	9	0	64	0	0	19	56	0	0	1	13	5	0	0
OTU_51	40	49	41	10	1	272	51	19	8	43	280	2	3327	16	357	31	1	70	0	1	259	1243	13	49	24	0	2	0	0	0	411	881	2607	90	138	0	2498	1	18	0	1296	3	94	0	149	21	0	0
OTU_163	9	15	2	286	0	351	193	0	0	2	183	79	4	80	9	0	138	4	17	79	253	2	108	25	122	0	14	31	0	11	29	165	4	0	0	0	3	37	14	31	17	172	12	0	8	23	0	0
OTU_80	0	0	45	267	0	0	1	0	2	252	0	14	40	37	0	82	321	0	7	1410	0	0	7	0	53	0	4	2508	0	0	1	2	761	0	2	0	357	1	590	201	62	140	0	0	171	4	0	0
OTU_149	0	0	0	40	0	0	0	0	0	0	0	0	0	7	0	0	0	0	10	2712	0	0	16	0	23	0	30	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0
OTU_721	0	3	0	1	0	4	0	0	0	0	4	0	1	0	223	0	0	64	0	0	14	119	0	0	0	0	0	0	0	0	114	6	5	203	0	0	0	0	0	0	1	0	107	0	0	0	0	0
OTU_315	2	1	0	26	212	57	1	0	0	0	69	63	2	49	104	42	30	28	2	21	49	25	45	0	20	9	9	0	26	19	51	109	0	87	0	268	0	15	0	9	0	111	87	327	0	0	13	231
OTU_130	36	137	0	16	0	82	63	0	0	19	1806	0	72	7	11	0	0	0	45	0	169	0	24	11	172	0	4	0	0	0	0	689	16	10	5	0	19	0	0	0	5	5	0	0	6	15	0	0
OTU_305	2	0	1	0	0	0	46	0	0	349	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	823	0	25	0	49	0	13	0	84	0	0	0	316	0	0	0
OTU_876	0	0	0	5	0	9	0	0	0	2	13	0	22	1	0	0	537	0	0	1	49	0	665	0	0	0	3	25	0	0	0	0	16	0	0	0	15	0	32	0	6	0	0	0	10	0	0	0
OTU_750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_716	0	0	0	3	0	0	0	0	0	0	0	0	0	102	0	0	0	0	1	0	0	0	12	0	119	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_701	0	0	0	21	0	8	0	0	0	0	10	0	0	63	0	0	0	0	11	0	0	0	29	0	104	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_137	0	25	6	410	0	6	6	0	68	59	5	99	215	86	2	0	179	58	17	33	20	0	1567	0	428	0	98	6	0	1	14	2	287	68	1	0	26	0	2	5	108	30	0	0	57	0	0	0
OTU_630	0	0	0	6	0	4	0	0	0	0	5	0	28	2	0	0	0	61	0	2	10	18	9	0	10	0	0	0	0	0	5	8	23	112	0	0	0	0	0	0	13	7	0	0	0	0	0	0
OTU_553	0	13	0	1	0	8	0	0	0	1	2	0	0	9	254	0	0	68	0	1	130	207	28	3	12	0	0	1	0	0	179	4	2	131	0	0	0	0	0	1	1	0	148	0	0	0	0	0
OTU_151	801	196	12	12	0	21	175	0	8	16	14	13	2	15	0	20	18	0	95	0	7	0	79	44	22	25	567	0	0	96	0	12	6	12	13	0	16	4	0	40	9	13	0	0	40	766	0	0
OTU_108	30	37	0	0	0	1219	115	0	0	0	778	0	0	0	0	3563	0	0	0	0	279	0	0	17	0	0	0	0	0	0	0	497	1	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0
OTU_104	68	248	0	0	0	68	104	0	0	1	3158	0	2	0	0	53	0	13	0	0	307	0	1	81	1	32	0	4	0	0	1	370	0	0	0	0	5	32	0	0	0	0	0	0	0	39	0	0
OTU_226	0	0	0	0	0	2	0	0	0	0	6	0	177	0	145	0	0	47	0	0	1	265	0	0	0	0	0	0	0	0	184	19	167	66	17	0	101	0	0	0	73	0	129	0	0	0	0	0
OTU_652	0	0	0	0	0	8	0	0	0	0	18	0	27	0	73	0	0	0	0	0	133	32	0	0	0	0	0	0	0	0	0	119	0	49	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_367	8	10	0	1	0	47	5	0	0	4	32	0	22	1	127	0	0	14	0	0	218	90	0	0	0	0	1	0	0	0	71	86	33	30	13	0	11	0	10	0	9	0	79	1	0	0	0	0
OTU_223	0	0	934	0	0	0	1	1	0	371	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	7	0	0	1	5	0	0	0	3	0	0	0
OTU_693	0	0	14	12	0	0	0	0	20	32	0	0	0	0	0	0	4	0	1	2	0	0	61	0	7	0	14	0	0	2	0	0	168	0	0	0	0	0	0	4	0	0	0	0	11	0	0	0
OTU_558	0	0	0	0	0	0	0	23	39	38	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	55	0	65	0	2	0	26	0	0	0	72	0	0	0
OTU_312	0	0	0	0	0	0	0	0	50	1	0	0	140	0	0	0	0	1	0	0	0	166	0	0	0	0	0	1	0	0	1	0	48	0	120	0	165	0	15	0	137	0	0	0	51	0	0	0
OTU_89	17	39	0	2	1	656	5	1	0	0	4265	0	80	1	0	30	0	0	3	3	559	0	0	0	3	0	0	0	0	0	0	604	425	0	0	0	32	0	0	0	18	0	0	0	0	12	0	0
OTU_101	88	36	0	0	0	0	15	0	0	0	0	1	0	0	0	5405	0	0	0	1	1	0	0	522	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_868	0	0	0	0	0	38	0	0	0	0	51	0	8	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1899	3	46	0	7	0	0	0	0	0	8	1	8	24	6	0	22	0	0	59	2	1	0	0	0	1	0	1	0	0	9	0	0	9	0	14	0	16	0	5	24	79	1	0	0	112	43	0	0
OTU_139	1249	839	0	0	0	285	509	4	0	0	111	0	0	0	0	139	0	0	2	0	64	0	1	206	0	1	0	1	0	0	0	16	1	0	0	0	0	8	8	0	1	0	1	0	18	1054	0	0
OTU_181	24	37	22	0	0	8	562	73	0	1	12	14	2	2	21	411	6	11	3	1	22	17	0	115	1	288	1	0	32	0	12	15	1	35	2	65	1	1194	0	0	0	0	0	68	0	4	0	0
OTU_150	33	111	0	0	156	82	39	0	20	0	10	0	2	2	137	31	0	112	0	0	137	255	1	26	0	37	0	1	227	0	18	47	0	33	0	372	0	33	0	0	7	0	2	415	4	17	1400	363
OTU_2541	1	1	0	3	0	1	0	0	0	1	0	4	0	5	0	0	1	0	4	1	0	0	3	2	367	1	6	0	0	0	0	1	0	0	1	0	0	0	0	9	0	4	0	0	2	1	0	0
OTU_66	0	0	0	0	0	1	0	26	7663	14	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	730	0	0	0
OTU_557	43	48	0	2	0	11	127	0	0	23	6	0	33	26	0	0	0	0	0	0	44	27	1	0	1	0	1	0	0	0	0	4	0	0	48	0	10	0	0	0	3	0	0	0	14	0	0	0
OTU_694	0	0	0	14	0	0	0	0	0	0	0	0	0	27	1	0	0	0	0	1	0	0	49	0	321	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_503	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	3	0	939	0	6	0	10	0	0	0	0	0	0	0
OTU_225	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1285	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	2254	0	0	0	0	0	0	0	0	146	0	0	0	0	0
OTU_1079	0	0	0	15	0	0	0	0	0	0	0	0	0	14	0	0	0	0	3	8	0	0	5	0	113	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_431	0	0	1	0	0	0	0	0	0	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	44	0	1	0	1019	0	0	0	8	0	0	0	2	0	0	0
OTU_277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1192	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
OTU_199	0	0	0	0	0	13	3	0	0	0	9	0	7	0	1015	0	0	14	1	0	11	244	0	0	0	0	0	0	0	1	156	9	12	36	0	0	27	0	0	0	8	0	41	0	0	0	0	0
OTU_245	0	0	0	0	0	2	0	0	512	37	98	0	89	0	6	0	0	0	1	0	7	0	0	0	0	0	1	0	0	0	0	149	151	0	125	0	80	0	41	0	109	0	0	0	71	0	0	0
OTU_212	67	27	0	9	0	4	18	0	1	3	2	19	0	9	0	16	4	0	298	3	1	0	20	3	68	0	175	0	0	214	0	0	27	0	0	0	2	0	2	128	4	74	0	0	13	38	0	0
OTU_338	0	3	0	1	0	15	9	0	0	0	757	0	0	1	0	0	0	0	1	0	64	0	0	0	1	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	1	0	12	0	0	4	0	0
OTU_839	18	0	0	0	0	19	0	0	0	0	12	0	0	0	13	0	0	10	0	0	32	32	0	0	0	0	0	0	0	0	43	49	0	24	0	0	0	0	0	0	0	0	62	0	0	0	0	0
OTU_129	160	24	26	10	0	1	40	2	4	69	6	75	119	72	0	28	38	0	173	3	4	0	167	9	37	4	790	0	0	354	0	8	85	0	543	0	59	0	11	114	124	24	0	0	289	162	0	0
OTU_1319	54	26	0	0	0	22	73	0	0	14	17	2	0	45	0	14	0	0	40	0	1	0	190	2	267	7	17	0	0	43	0	102	11	0	2	0	0	0	0	1	0	12	4	0	17	463	0	0
OTU_465	0	0	38	0	0	1	0	1	12	2	3	0	7	0	0	0	0	8	0	0	6	0	8	0	1	85	0	187	14	0	5	8	13	7	0	0	16	0	7	0	4	0	0	0	5	0	15	115
OTU_4945	0	0	0	127	0	1	0	0	0	1	0	0	36	6	0	0	965	0	2	82	0	0	1539	0	25	0	8	49	0	1	0	0	1	0	0	0	40	0	65	3	4	0	0	0	1	0	0	0
OTU_491	44	0	0	0	0	21	47	0	0	0	175	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
OTU_291	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	1	0	0	953	0	0	0	8	0	0	0	1	0	0	0
OTU_201	204	25	83	12	0	4	67	1	27	175	1	11	210	11	0	38	15	0	55	14	7	0	18	87	20	0	19	1	0	67	1	10	52	0	116	0	630	9	40	6	147	31	0	0	203	3	0	0
OTU_433	11	0	0	0	0	129	55	0	1	0	143	0	2	0	0	88	0	0	0	0	11	0	0	0	0	231	0	0	0	0	0	361	0	0	0	0	0	5	0	0	0	0	0	0	0	79	0	0
OTU_208	48	28	6	33	0	94	49	0	0	9	182	6	3	5	8	5	28	18	5	27	120	3	16	23	76	5	0	0	0	3	3	221	12	13	3	0	4	0	0	9	9	796	11	0	0	0	0	0
OTU_358	0	236	0	0	0	18	0	0	1	0	178	0	0	0	0	0	0	0	0	0	213	0	0	38	0	0	0	0	0	0	0	37	0	0	0	0	1	0	0	0	0	0	21	0	0	0	0	0
OTU_268	0	0	2	105	0	42	10	0	0	0	39	1	3	6	10	0	0	0	13	29	35	0	13	0	60	0	1	0	0	6	0	10	1	0	81	0	18	0	7	20	732	0	0	0	13	0	0	0
OTU_107	17	0	0	5	0	348	0	0	0	0	546	0	55	6	1501	12	0	64	4	0	442	521	4	0	3	0	0	1	0	0	442	269	40	174	0	0	16	0	0	0	81	1	137	0	0	14	0	0
OTU_802	0	0	0	0	0	0	0	0	0	9	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	30	0	31	0	229	0	8	0	12	0	0	0	0	0	0	0
OTU_128	15	15	0	7	0	186	141	0	0	1	168	0	20	17	887	5	0	98	3	0	92	612	21	0	24	0	1	0	1	0	510	274	4	175	2	0	11	0	0	2	5	0	215	0	0	0	0	0
OTU_109	0	0	0	230	0	2	0	0	0	0	9	674	0	178	0	0	2231	0	38	364	11	0	405	0	168	0	188	1	0	33	0	8	2	2	0	0	0	0	0	204	1	396	0	0	0	0	0	0
OTU_744	0	0	13	6	0	0	63	0	0	27	16	0	2	1	0	0	5	0	0	0	0	0	12	31	0	0	30	0	0	835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_211	4	14	0	53	0	10	0	0	0	0	115	0	160	3	121	0	0	14	0	13	133	25	10	0	30	0	0	0	0	0	159	304	5	255	0	0	162	0	0	21	1	0	0	0	0	37	0	0
OTU_4492	0	0	0	8	0	0	0	0	0	0	0	0	0	10	18	0	69	0	2	3	3	0	295	0	15	0	24	8	0	0	0	0	1	0	0	0	11	0	27	1	0	2	0	0	0	0	0	0
OTU_230	0	47	0	0	0	5	0	0	0	0	105	0	0	4	104	0	0	0	0	0	236	96	0	0	2	0	0	0	0	0	0	82	1	1118	0	0	0	0	0	0	0	0	561	0	0	0	0	0
OTU_138	0	0	0	238	0	161	0	0	1	0	497	2	71	26	0	0	0	0	7	304	1281	0	17	1	195	0	7	0	0	9	0	155	103	0	151	0	212	0	0	223	110	123	0	0	0	0	0	28
OTU_146	8	0	0	61	0	0	0	0	0	0	0	10	11	115	0	0	17	558	26	8	6	16	142	0	101	0	7	0	0	7	0	32	2	1071	0	0	2	0	0	24	0	1	980	0	2	0	0	0
OTU_663	2	0	0	1	0	0	0	0	0	0	4	0	0	0	158	0	0	0	0	0	0	55	0	0	3	0	0	0	0	0	45	17	3	15	0	0	3	0	0	0	0	0	22	0	0	0	0	0
OTU_216	729	23	0	793	0	3	0	0	0	0	3	0	1	10	0	139	373	0	0	314	55	1	109	0	28	0	52	0	0	0	0	39	0	0	0	3	0	0	0	111	0	3	0	0	0	5	0	10
OTU_753	0	0	0	188	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
OTU_334	0	0	0	1	0	108	0	0	0	0	62	0	0	13	170	0	0	61	0	0	59	65	3	0	3	0	0	0	0	0	76	251	11	48	0	0	16	0	0	0	26	0	0	0	0	0	0	0
OTU_360	28	8	8	0	0	0	25	0	2	61	0	0	96	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	5	0	0	31	0	136	0	9	0	9	0	209	0	0	0	279	0	0	0
OTU_287	1	0	0	345	0	0	0	0	33	0	0	21	1	36	0	1	175	0	1	589	0	0	43	0	61	0	38	0	0	81	0	0	0	0	0	0	1	0	2	101	34	1202	0	0	14	0	0	0
OTU_169	8	3	0	0	0	104	39	0	0	0	23	0	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2026	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0
OTU_317	22	2	649	0	0	1	0	0	0	322	23	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	15	516	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0
OTU_688	22	10	0	0	0	8	1	0	0	0	36	0	0	0	0	17	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	206	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_264	6	0	0	0	0	3	0	0	0	463	0	0	180	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	555	0	58	0	188	0	58	0	1	0	0	0	0	0	0	0
OTU_774	0	0	0	0	0	0	0	0	0	0	230	0	3	1	8	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	4	6	1	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0
OTU_262	22	0	23	0	0	0	0	10	146	48	1	0	27	1	0	0	0	0	0	6	0	0	230	0	0	0	0	0	0	0	0	0	18	0	11	0	441	0	0	0	42	2	0	0	43	0	0	0
OTU_134	10	0	15	0	0	20	0	0	0	0	14	0	18	1	1048	0	0	119	0	0	53	482	0	0	0	0	0	0	0	0	398	56	12	133	0	0	0	0	0	0	30	0	254	0	5	0	0	0
OTU_676	0	0	0	0	0	5	0	0	0	0	180	0	0	0	49	0	0	17	0	0	26	49	0	0	0	0	0	0	0	0	0	9	0	26	0	0	0	0	0	0	0	0	17	0	0	0	0	0
OTU_176	109	280	32	3	0	33	29	1	0	16	2	2	80	1	0	46	0	1	4	1	51	0	3	75	1	0	3	0	0	0	0	14	37	0	88	0	16	17	10	5	72	10	0	0	1058	102	0	0
